,name,city,state,rating,reviews,city_rank,fee,visit_length,tag
301,State Capitol,Austin,Texas,4.5,4884,1,No,More than 3 hours,Architectural Buildings
302,Lady Bird Lake Hike-and-Bike Trail,Austin,Texas,4.5,1850,2,No,15 min,Hiking Trails
303,LBJ Presidential Library,Austin,Texas,4.5,1974,3,No,15 min,Specialty Museums
304,Bullock Texas State History Museum,Austin,Texas,4.5,1913,4,No,15 min,History Museums
305,Barton Springs Pool,Austin,Texas,4.5,1841,5,No,15 min,Hot Springs & Geysers
306,The Driskill,Austin,Texas,4.5,1203,6,No,15 min,Architectural Buildings
307,Zilker Metropolitan Park,Austin,Texas,4.5,663,7,No,15 min,Gardens
308,Mount Bonnell,Austin,Texas,4.5,1099,8,No,15 min,Historic Walking Areas
309,Lady Bird Johnson Wildflower Center,Austin,Texas,4.5,713,9,No,1-2 hours,Gardens
310,University of Texas at Austin,Austin,Texas,4.5,687,10,No,15 min,Educational sites
311,South Congress Avenue,Austin,Texas,4.5,1071,11,No,15 min,Points of Interest & Landmarks
312,SoCo District,Austin,Texas,4.5,673,12,No,15 min,Neighborhoods
313,Circuit of The Americas,Austin,Texas,4.5,729,13,No,15 min,Auto Race Tracks
314,Congress Avenue Bridge / Austin Bats,Austin,Texas,4.0,2479,14,No,2-3 hours,Bridges
315,Town Lake,Austin,Texas,4.5,392,15,No,15 min,Bodies of Water
316,Zilker Botanical Garden,Austin,Texas,4.5,551,17,No,15 min,Gardens
317,Thinkery,Austin,Texas,4.5,271,19,No,15 min,Children's Museums
318,Texas State Cemetery,Austin,Texas,4.5,213,20,No,15 min,Cemeteries
319,Capitol Complex Visitors Center,Austin,Texas,4.5,195,22,No,15 min,Visitor Centers
320,The Moody Theater,Austin,Texas,5.0,142,23,No,15 min,Theaters
321,Graffiti Park at Castle Hills,Austin,Texas,4.0,320,24,No,15 min,Art Galleries
322,HOPE Outdoor Gallery,Austin,Texas,4.5,216,25,No,15 min,Points of Interest & Landmarks
323,McKinney Falls State Park,Austin,Texas,4.0,362,26,No,15 min,State Parks
324,Austin City Limits Live,Austin,Texas,4.5,262,29,Yes,More than 3 hours,Theaters
325,Texas Military Forces Museum,Austin,Texas,4.5,146,30,No,15 min,Military Museums
326,Children's Museum of Indianapolis,Indianapolis,Indiana,4.5,2891,1,No,15 min,Children's Museums
327,Victory Field,Indianapolis,Indiana,5.0,921,2,No,15 min,Arenas & Stadiums
328,Lucas Oil Stadium,Indianapolis,Indiana,4.5,1175,3,No,15 min,Sports Complexes
329,Indianapolis Motor Speedway Museum,Indianapolis,Indiana,4.5,2022,4,No,15 min,Auto Race Tracks
330,Indianapolis Museum of Art,Indianapolis,Indiana,4.5,1106,5,Yes,More than 3 hours,Specialty Museums
331,The Eiteljorg Museum,Indianapolis,Indiana,4.5,659,6,No,15 min,Specialty Museums
332,Indiana War Memorial,Indianapolis,Indiana,4.5,471,7,No,15 min,Monuments & Statues
333,Central Canal,Indianapolis,Indiana,4.5,731,8,No,15 min,Points of Interest & Landmarks
334,Monument Circle,Indianapolis,Indiana,4.5,516,9,No,15 min,Monuments & Statues
335,Bankers Life Fieldhouse,Indianapolis,Indiana,4.5,442,10,No,15 min,Arenas & Stadiums
336,Indianapolis Zoo,Indianapolis,Indiana,4.0,1826,11,No,15 min,Nature & Parks
337,Colonel Eli Lilly Civil War Museum - Soldiers & Sailors Monument,Indianapolis,Indiana,4.5,352,12,No,15 min,Monuments & Statues
338,Indiana Convention Center,Indianapolis,Indiana,4.5,335,13,No,15 min,Conference & Convention Centers
339,White River State Park,Indianapolis,Indiana,4.5,359,14,No,15 min,Gardens
340,Indiana State Museum,Indianapolis,Indiana,4.5,387,15,No,15 min,Specialty Museums
341,Benjamin Harrison Presidential Site,Indianapolis,Indiana,4.5,217,17,No,1-2 hours,Historic Sites
342,Indiana Repertory Theatre,Indianapolis,Indiana,5.0,152,18,No,15 min,Theaters
343,Crown Hill Cemetery,Indianapolis,Indiana,4.5,220,19,No,15 min,Cemeteries
344,Eagle Creek Park,Indianapolis,Indiana,4.5,250,20,No,15 min,Nature & Parks
345,Indiana State Capitol,Indianapolis,Indiana,4.5,146,21,No,15 min,Architectural Buildings
346,Rhythm! Discovery Center,Indianapolis,Indiana,4.5,122,24,No,1-2 hours,Specialty Museums
347,Holliday Park,Indianapolis,Indiana,4.5,115,25,No,15 min,Nature & Wildlife Areas
348,Indy 500,Indianapolis,Indiana,4.5,102,26,No,15 min,Sporting Events
349,Scottish Rite Cathedral,Indianapolis,Indiana,4.5,146,27,No,15 min,Architectural Buildings
350,Indiana State Fairgrounds,Indianapolis,Indiana,4.5,107,28,No,15 min,Other
351,Indiana Historical Society,Indianapolis,Indiana,4.5,126,29,No,15 min,History Museums
352,Rocket Fizz,Indianapolis,Indiana,4.5,83,30,No,<1 hour,Other Food & Drink
353,Catty Shack Ranch Wildlife Sanctuary,Jacksonville,Florida,5.0,1084,1,No,15 min,Nature & Wildlife Areas
354,Jacksonville Zoo & Gardens,Jacksonville,Florida,4.5,2308,2,No,15 min,Nature & Parks
355,The Cummer Museum of Art and Gardens,Jacksonville,Florida,4.5,812,3,No,15 min,Art Museums
356,Little Talbot Island State Park,Jacksonville,Florida,4.5,511,4,No,15 min,Nature & Parks
357,Atlantic Beach,Jacksonville,Florida,4.5,509,5,No,15 min,Beaches
358,Kingsley Plantation,Jacksonville,Florida,4.5,472,6,No,15 min,Historic Sites
359,The Florida Theatre,Jacksonville,Florida,4.5,327,7,No,15 min,Theaters
360,EverBank Field,Jacksonville,Florida,4.5,410,8,No,15 min,Arenas & Stadiums
361,Kathryn Abbey Hanna Park,Jacksonville,Florida,4.5,392,9,No,15 min,Nature & Wildlife Areas
362,St Johns Town Center,Jacksonville,Florida,4.5,227,10,No,2-3 hours,Shopping Malls
363,Riverside Arts Market,Jacksonville,Florida,4.5,297,11,No,15 min,Flea & Street Markets
364,Fort Caroline National Memorial,Jacksonville,Florida,4.5,194,12,No,15 min,Nature & Parks
365,Friendship Fountain,Jacksonville,Florida,4.5,214,13,No,15 min,Fountains
366,Big Talbot Island State Park,Jacksonville,Florida,4.5,154,14,No,15 min,State Parks
367,Riverside/Avondale Historic District,Jacksonville,Florida,4.5,108,16,No,15 min,Points of Interest & Landmarks
368,Jacksonville Veterans Memorial Arena,Jacksonville,Florida,4.5,121,17,No,15 min,Arenas & Stadiums
369,Museum of Science and History,Jacksonville,Florida,4.0,346,18,No,15 min,History Museums
370,Times-Union Center for the Performing Arts,Jacksonville,Florida,4.5,99,19,No,15 min,Theaters
371,Jacksonville Arboreteum & Gardens,Jacksonville,Florida,4.5,105,20,No,15 min,Gardens
372,Jacksonville-Baldwin Rail Trail,Jacksonville,Florida,4.5,103,21,No,15 min,Hiking Trails
373,Castaway Island Preserve,Jacksonville,Florida,4.5,50,22,No,15 min,Nature & Wildlife Areas
374,Memorial Park,Jacksonville,Florida,4.5,75,23,No,15 min,Nature & Parks
375,Timucuan Ecological & Historical Preserve,Jacksonville,Florida,4.5,74,24,No,15 min,History Museums
376,Jacksonville Landing,Jacksonville,Florida,3.0,1030,28,No,15 min,Neighborhoods
377,Riverwalk,Jacksonville,Florida,4.0,173,29,No,15 min,Jogging Paths & Tracks
378,Bold City Brewery,Jacksonville,Florida,4.5,66,30,No,15 min,Breweries
379,Golden Gate Bridge,San Francisco,California,4.5,34448,1,No,<1 hour,Bridges
380,Alcatraz Island,San Francisco,California,4.5,38070,2,Yes,2-3 hours,Historic Sites
381,San Francisco Bay,San Francisco,California,4.5,6012,4,No,15 min,Bodies of Water
382,AT&T Park,San Francisco,California,4.5,5284,5,No,1-2 hours,Arenas & Stadiums
383,Golden Gate Park,San Francisco,California,4.5,7141,6,No,<1 hour,Nature & Parks
384,Lands End,San Francisco,California,4.5,1931,7,No,15 min,Hiking Trails
385,The Exploratorium,San Francisco,California,4.5,2527,9,Yes,2-3 hours,Children's Museums
386,Palace of Fine Arts Theatre,San Francisco,California,4.5,3670,10,No,15 min,Theaters
387,Cable Cars,San Francisco,California,4.5,14711,12,No,15 min,Tramways
388,Twin Peaks,San Francisco,California,4.5,4561,13,No,<1 hour,Historic Walking Areas
389,California Academy of Sciences,San Francisco,California,4.5,4430,14,Yes,2-3 hours,Educational sites
390,Ferry Building Marketplace,San Francisco,California,4.5,4448,15,No,1-2 hours,Points of Interest & Landmarks
391,Walt Disney Family Museum,San Francisco,California,4.5,2058,16,No,15 min,Specialty Museums
392,Legion of Honor,San Francisco,California,4.5,1512,17,No,15 min,Art Museums
393,Cable Car Museum,San Francisco,California,4.5,2751,19,No,<1 hour,Specialty Museums
394,Lombard Street,San Francisco,California,4.5,9881,20,No,15 min,Points of Interest & Landmarks
395,Asian Art Museum,San Francisco,California,4.5,1175,21,No,15 min,Art Museums
396,Pier 39,San Francisco,California,4.0,12663,22,No,<1 hour,Piers & Boardwalks
397,Musee Mecanique,San Francisco,California,4.5,1999,23,No,1-2 hours,Specialty Museums
398,Presidio of San Francisco,San Francisco,California,4.5,1200,24,No,15 min,Historic Sites
399,Anchor Brewing Company,San Francisco,California,5.0,230,25,No,1-2 hours,Breweries
400,de Young Museum,San Francisco,California,4.5,1530,27,No,15 min,Specialty Museums
401,San Francisco Museum of Modern Art (SFMOMA),San Francisco,California,4.5,964,28,No,More than 3 hours,Art Museums
402,Crissy Field,San Francisco,California,4.5,1112,29,No,15 min,Nature & Parks
403,Baker Beach,San Francisco,California,4.5,585,30,No,15 min,Beaches
404,Easton Town Center,Columbus,Ohio,4.5,2482,1,No,15 min,Neighborhoods
405,Franklin Park Conservatory and Botanical Gardens,Columbus,Ohio,4.5,1062,2,No,2-3 hours,Art Galleries
406,Ohio Stadium,Columbus,Ohio,4.5,694,3,No,15 min,Arenas & Stadiums
407,Ohio Theater,Columbus,Ohio,5.0,388,4,No,15 min,Theaters
408,North Market Farmer's Market,Columbus,Ohio,4.5,486,5,No,15 min,Flea & Street Markets
409,German Village,Columbus,Ohio,4.5,718,6,No,15 min,Historic Sites
410,Center of Science and Industry (COSI),Columbus,Ohio,4.5,1045,8,No,15 min,Science Museums
411,Short North Arts District,Columbus,Ohio,4.5,520,9,No,15 min,Neighborhoods
412,Nationwide Arena,Columbus,Ohio,4.5,414,10,No,15 min,Arenas & Stadiums
413,Ohio Statehouse,Columbus,Ohio,4.5,322,11,No,15 min,Architectural Buildings
414,Ohio State University,Columbus,Ohio,4.5,344,12,No,15 min,Educational sites
415,Columbus Museum of Art,Columbus,Ohio,4.0,319,16,No,15 min,Art Museums
416,Scioto Mile,Columbus,Ohio,4.5,211,17,No,15 min,Nature & Parks
417,Whetstone Park / Park of Roses,Columbus,Ohio,4.5,216,18,No,15 min,Gardens
418,Huntington Park,Columbus,Ohio,4.5,280,19,No,15 min,Sports Complexes
419,The Ohio Expo Center & State Fair,Columbus,Ohio,4.5,329,20,No,15 min,Conference & Convention Centers
420,Polaris Fashion Place,Columbus,Ohio,4.5,157,21,No,15 min,Shopping Malls
421,Greater Columbus Convention Center,Columbus,Ohio,4.0,202,22,No,15 min,Conference & Convention Centers
422,Wagner-Hagans Auto Museum,Columbus,Ohio,5.0,87,23,No,15 min,Specialty Museums
423,Arena District,Columbus,Ohio,4.5,177,24,No,15 min,Neighborhoods
424,Ohio History Center,Columbus,Ohio,4.5,179,25,No,15 min,History Museums
425,Mapfre Stadium,Columbus,Ohio,4.5,155,26,No,2-3 hours,Arenas & Stadiums
426,Downtown Columbus,Columbus,Ohio,4.0,158,27,No,15 min,Neighborhoods
427,Shadowbox Live,Columbus,Ohio,4.5,166,28,No,15 min,Theaters
428,Schiller Park,Columbus,Ohio,4.5,124,29,No,15 min,Nature & Parks
429,Topiary Garden,Columbus,Ohio,4.0,185,30,No,15 min,Gardens
430,The Billy Graham Library,Charlotte,North Carolina,4.5,1452,1,No,2-3 hours,Specialty Museums
431,BB&T Ballpark,Charlotte,North Carolina,4.5,482,2,No,15 min,Arenas & Stadiums
432,NASCAR Hall of Fame,Charlotte,North Carolina,4.5,1579,3,No,15 min,Specialty Museums
433,Discovery Place,Charlotte,North Carolina,4.5,1136,4,No,More than 3 hours,Specialty Museums
434,The Bank of America Stadium,Charlotte,North Carolina,4.5,697,6,No,15 min,Arenas & Stadiums
435,Freedom Park,Charlotte,North Carolina,4.5,559,7,No,15 min,Nature & Parks
436,Levine Museum of the New South,Charlotte,North Carolina,4.5,395,8,No,15 min,Specialty Museums
437,Blumenthal Performing Arts Center,Charlotte,North Carolina,4.5,335,9,No,15 min,Theaters
438,Carolinas Aviation Museum,Charlotte,North Carolina,4.5,471,10,No,15 min,Specialty Museums
439,Carowinds,Charlotte,North Carolina,4.0,2370,11,No,15 min,Theme Parks
440,Hendrick Motorsports Complex,Charlotte,North Carolina,4.5,343,12,No,15 min,Specialty Museums
441,Time Warner Cable Arena,Charlotte,North Carolina,4.5,402,13,No,15 min,Arenas & Stadiums
442,Mint Museum Uptown,Charlotte,North Carolina,4.5,337,14,No,15 min,Specialty Museums
443,Charlotte Douglas Airport Overlook,Charlotte,North Carolina,4.0,326,17,No,15 min,Observation Decks & Towers
444,ImaginOn: The Joe & Joan Martin Center,Charlotte,North Carolina,4.5,142,18,No,15 min,Children's Museums
445,Old Mecklenburg Brewery,Charlotte,North Carolina,4.5,150,19,No,15 min,Breweries
446,Romare Bearden Park,Charlotte,North Carolina,4.5,157,20,No,15 min,Nature & Parks
447,Lake Norman,Charlotte,North Carolina,4.5,235,21,No,15 min,Bodies of Water
448,Charlotte Premium Outlets,Charlotte,North Carolina,4.0,142,22,No,15 min,Factory Outlets
449,SouthPark,Charlotte,North Carolina,4.5,153,23,No,15 min,Shopping Malls
450,Little Sugar Creek Greenway,Charlotte,North Carolina,4.5,125,24,No,15 min,Hiking Trails
451,McDowell Nature Center and Preserve,Charlotte,North Carolina,4.5,122,26,No,15 min,Nature & Wildlife Areas
452,Charlotte Convention Center,Charlotte,North Carolina,4.0,125,28,No,15 min,Conference & Convention Centers
453,Wing Haven Garden and Bird Sanctuary,Charlotte,North Carolina,4.5,101,29,No,1-2 hours,Gardens
454,Kimbell Art Museum,Fort Worth,Texas,5.0,1136,1,No,15 min,Art Museums
455,Fort Worth Zoo,Fort Worth,Texas,4.5,1661,2,No,15 min,Zoos & Aquariums
456,Fort Worth Stockyards National Historic District,Fort Worth,Texas,4.5,3484,3,No,More than 3 hours,Historic Sites
457,Amon Carter Museum of American Art,Fort Worth,Texas,5.0,408,4,No,15 min,Specialty Museums
458,Sundance Square,Fort Worth,Texas,4.5,1083,5,No,15 min,Historic Walking Areas
459,Bureau of Engraving and Printing,Fort Worth,Texas,4.5,494,6,No,15 min,Government Buildings
460,Fort Worth Botanic Garden,Fort Worth,Texas,4.5,825,7,No,More than 3 hours,Historic Sites
461,Fort Worth Water Gardens,Fort Worth,Texas,4.5,1042,8,No,15 min,Fountains
462,Fort Worth Japanese Garden,Fort Worth,Texas,4.5,148,9,No,1-2 hours,Gardens
463,Texas Civil War Museum,Fort Worth,Texas,4.5,240,11,No,15 min,History Museums
464,Texas Motor Speedway,Fort Worth,Texas,4.5,315,12,No,15 min,Auto Race Tracks
465,Modern Art Museum of Fort Worth,Fort Worth,Texas,4.5,364,13,No,15 min,Art Museums
466,Sid Richardson Museum,Fort Worth,Texas,4.5,173,14,No,15 min,Art Museums
467,Texas Christian University,Fort Worth,Texas,4.5,164,16,No,15 min,Educational sites
468,National Cowgirl Museum and Hall of Fame,Fort Worth,Texas,4.5,170,17,No,1-2 hours,Specialty Museums
469,Fort Worth Museum of Science & History,Fort Worth,Texas,4.0,362,18,No,15 min,Specialty Museums
470,Log Cabin Village,Fort Worth,Texas,4.5,138,19,No,1-2 hours,Historic Sites
471,JFK Tribute,Fort Worth,Texas,4.5,104,20,No,15 min,Monuments & Statues
472,American Airlines CR Smith Museum,Fort Worth,Texas,4.5,161,21,No,15 min,Specialty Museums
473,St. Patrick Cathedral,Fort Worth,Texas,4.5,97,22,No,15 min,Architectural Buildings
474,Stockyards Museum,Fort Worth,Texas,4.5,107,23,No,15 min,History Museums
475,Fort Worth Nature Center and Refuge,Fort Worth,Texas,4.5,114,24,No,15 min,Nature & Wildlife Areas
476,Burger's Lake,Fort Worth,Texas,4.5,108,25,No,15 min,Bodies of Water
477,Trinity Park,Fort Worth,Texas,4.5,110,26,No,15 min,Jogging Paths & Tracks
478,Will Rogers Memorial Center,Fort Worth,Texas,4.0,89,27,No,15 min,Conference & Convention Centers
479,Exchange Avenue,Fort Worth,Texas,4.5,59,28,No,15 min,Points of Interest & Landmarks
480,Amon G. Carter Stadium,Fort Worth,Texas,4.5,60,29,No,15 min,Arenas & Stadiums
481,Detroit Institute of Arts,Detroit,Michigan,5.0,1925,1,No,15 min,Art Museums
482,Comerica Park,Detroit,Michigan,4.5,1953,2,No,15 min,Arenas & Stadiums
483,Motown Museum,Detroit,Michigan,4.5,1256,3,Yes,<1 hour,Historic Sites
484,Guardian Building,Detroit,Michigan,4.5,458,4,No,15 min,Architectural Buildings
485,The Ford Piquette Avenue Plant,Detroit,Michigan,5.0,253,5,No,1-2 hours,Specialty Museums
486,Detroit RiverFront,Detroit,Michigan,4.5,923,6,No,15 min,Piers & Boardwalks
487,Eastern Market,Detroit,Michigan,4.5,284,7,No,15 min,Flea & Street Markets
488,Belle Isle Park,Detroit,Michigan,4.0,601,8,No,15 min,Islands
489,Ford Field,Detroit,Michigan,4.5,608,9,No,15 min,Arenas & Stadiums
490,Fox Theatre,Detroit,Michigan,4.5,360,10,No,15 min,Theaters
491,Detroit Historical Museum,Detroit,Michigan,4.5,267,11,No,1-2 hours,Specialty Museums
492,Fisher Building,Detroit,Michigan,4.5,166,13,No,15 min,Points of Interest & Landmarks
493,Greektown,Detroit,Michigan,4.0,567,14,No,15 min,Neighborhoods
494,Campus Martius Park,Detroit,Michigan,4.5,171,15,No,15 min,Points of Interest & Landmarks
495,Joe Louis Arena,Detroit,Michigan,4.0,512,16,No,15 min,Arenas & Stadiums
496,Charles H. Wright Museum of African American History,Detroit,Michigan,4.5,187,17,No,15 min,Libraries
497,GM Renaissance Center,Detroit,Michigan,4.0,379,20,No,15 min,Architectural Buildings
498,Cobo Center,Detroit,Michigan,4.0,175,21,No,15 min,Conference & Convention Centers
499,Mexicantown,Detroit,Michigan,4.5,205,22,No,15 min,Neighborhoods
500,The Heidelberg Project,Detroit,Michigan,4.0,259,23,No,15 min,Art Galleries
501,Detroit Downtown,Detroit,Michigan,4.0,305,24,No,15 min,Neighborhoods
502,Fisher Theatre,Detroit,Michigan,4.5,136,25,No,15 min,Theaters
503,Detroit Opera House,Detroit,Michigan,4.5,165,26,No,15 min,Theaters
504,Old St. Mary's Church,Detroit,Michigan,5.0,100,27,No,15 min,Sacred & Religious Sites
505,Dossin Great Lakes Museum,Detroit,Michigan,4.5,85,28,No,15 min,Specialty Museums
506,DNR Outdoor Adventure Center,Detroit,Michigan,5.0,45,29,No,2-3 hours,Natural History Museums
507,Detroit-Windsor Tunnel,Detroit,Michigan,4.0,186,30,No,15 min,Points of Interest & Landmarks
508,Scenic Drive - Overlook,El Paso,Texas,4.5,555,1,No,15 min,Scenic Drives
509,Wyler Aerial Tramway,El Paso,Texas,4.5,458,2,No,15 min,Tramways
510,Franklin Mountains State Park,El Paso,Texas,4.5,271,3,No,15 min,State Parks
511,Plaza Theatre,El Paso,Texas,4.5,222,4,No,15 min,Theaters
512,Hueco Tanks State Historic Site,El Paso,Texas,4.5,193,5,No,15 min,Historic Sites
513,El Paso Zoo,El Paso,Texas,4.0,475,6,No,2-3 hours,Nature & Parks
514,The El Paso Holocaust Museum,El Paso,Texas,4.5,117,7,No,15 min,History Museums
515,El Paso Museum of Art,El Paso,Texas,4.5,145,8,No,15 min,Art Museums
516,Fort Bliss and Old Ironsides Museums,El Paso,Texas,4.5,110,9,No,15 min,Military Museums
517,National Border Patrol Museum,El Paso,Texas,4.5,143,10,No,15 min,Specialty Museums
518,El Paso Museum of Archaeology,El Paso,Texas,4.5,70,11,No,15 min,History Museums
519,Magoffin Home State Historic Site,El Paso,Texas,4.5,55,12,No,1-2 hours,Historic Sites
520,El Paso Municipal Rose Garden,El Paso,Texas,4.5,49,13,No,15 min,Gardens
521,El Paso Mission Trail,El Paso,Texas,4.0,98,14,No,More than 3 hours,Historic Sites
522,Chamizal National Memorial,El Paso,Texas,4.0,65,15,No,15 min,Historic Sites
523,St. Patrick Cathedral,El Paso,Texas,4.5,25,16,No,15 min,Churches & Cathedrals
524,Sun Bowl Stadium,El Paso,Texas,4.5,28,17,No,15 min,Arenas & Stadiums
525,H & H Car Wash and Coffee Shop,El Paso,Texas,4.0,43,18,No,15 min,Points of Interest & Landmarks
